"","airport_name","carrier_name","reason","avg_delay"
"425","Bangor, ME: Bangor International","ExpressJet Airlines Inc.","Late Aircraft",62.3738368227404
"426","Bangor, ME: Bangor International","ExpressJet Airlines Inc.","National Air Systems",39.6253982814837
"427","Bangor, ME: Bangor International","ExpressJet Airlines Inc.","Security",104
"428","Bangor, ME: Bangor International","ExpressJet Airlines Inc.","Weather",70.5720453655236
"429","Barrow, AK: Wiley Post/Will Rogers Memorial","Alaska Airlines Inc.","Carrier",42.1498254567872
"430","Barrow, AK: Wiley Post/Will Rogers Memorial","Alaska Airlines Inc.","Late Aircraft",57.2621619723284
"431","Barrow, AK: Wiley Post/Will Rogers Memorial","Alaska Airlines Inc.","National Air Systems",28.5456920877249
"432","Barrow, AK: Wiley Post/Will Rogers Memorial","Alaska Airlines Inc.","Security",25.1390911497094
"433","Barrow, AK: Wiley Post/Will Rogers Memorial","Alaska Airlines Inc.","Weather",44.4382094404926
"434","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","American Eagle Airlines Inc.","Carrier",45.1110605651356
"435","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","American Eagle Airlines Inc.","Late Aircraft",47.0719441179365
"436","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","American Eagle Airlines Inc.","National Air Systems",36.4609768833639
"437","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","American Eagle Airlines Inc.","Weather",63.7590609109596
"438","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Delta Air Lines Inc.","Carrier",43.0823506772862
"439","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Delta Air Lines Inc.","Late Aircraft",49.93739683066
"440","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Delta Air Lines Inc.","National Air Systems",57.1897708383396
"441","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Delta Air Lines Inc.","Weather",52.8334369412246
"442","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Envoy Air","Carrier",34.9978175566303
"443","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Envoy Air","Late Aircraft",44.437583783664
"444","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Envoy Air","National Air Systems",36.151460633962
"445","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Envoy Air","Security",30.7573774068619
"446","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Envoy Air","Weather",84.3930718503467
"447","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","ExpressJet Airlines Inc.","Carrier",67.1332370002163
"448","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","ExpressJet Airlines Inc.","Late Aircraft",64.166779615804
"449","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","ExpressJet Airlines Inc.","National Air Systems",45.542453168008
"450","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","ExpressJet Airlines Inc.","Weather",74.3321986726202
"451","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","SkyWest Airlines Inc.","Carrier",69.4592781207952
"452","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","SkyWest Airlines Inc.","Late Aircraft",57.6173499066768
"453","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","SkyWest Airlines Inc.","National Air Systems",33.7575200961088
"454","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","United Air Lines Inc.","Carrier",88.135593220339
"455","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","United Air Lines Inc.","Late Aircraft",90
"456","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","United Air Lines Inc.","National Air Systems",87.0967741935484
"457","Beaumont/Port Arthur, TX: Jack Brooks Regional","American Eagle Airlines Inc.","Carrier",29.4352209316837
"458","Beaumont/Port Arthur, TX: Jack Brooks Regional","American Eagle Airlines Inc.","Late Aircraft",44.2934073724586
"459","Beaumont/Port Arthur, TX: Jack Brooks Regional","American Eagle Airlines Inc.","National Air Systems",46.2752525252525
"460","Beaumont/Port Arthur, TX: Jack Brooks Regional","American Eagle Airlines Inc.","Weather",47.1205007824726
"461","Beaumont/Port Arthur, TX: Jack Brooks Regional","Envoy Air","Carrier",49.3291682091345
"462","Beaumont/Port Arthur, TX: Jack Brooks Regional","Envoy Air","Late Aircraft",61.9353772278583
"463","Beaumont/Port Arthur, TX: Jack Brooks Regional","Envoy Air","National Air Systems",36.2930553691832
"464","Beaumont/Port Arthur, TX: Jack Brooks Regional","Envoy Air","Security",31.1688311688312
"465","Beaumont/Port Arthur, TX: Jack Brooks Regional","Envoy Air","Weather",44.832129657478
"466","Beaumont/Port Arthur, TX: Jack Brooks Regional","ExpressJet Airlines Inc.","Carrier",59.9679449086266
"467","Beaumont/Port Arthur, TX: Jack Brooks Regional","ExpressJet Airlines Inc.","Late Aircraft",67.843926955059
"468","Beaumont/Port Arthur, TX: Jack Brooks Regional","ExpressJet Airlines Inc.","National Air Systems",53.2687030146929
"469","Bellingham, WA: Bellingham International","Alaska Airlines Inc.","Carrier",60.7506634566488
"470","Bellingham, WA: Bellingham International","Alaska Airlines Inc.","Late Aircraft",61.550227577453
"471","Bellingham, WA: Bellingham International","Alaska Airlines Inc.","National Air Systems",32.0868013280055
"472","Bellingham, WA: Bellingham International","Alaska Airlines Inc.","Weather",52.7272727272727
"473","Bellingham, WA: Bellingham International","Frontier Airlines Inc.","Carrier",141.111111111111
"474","Bellingham, WA: Bellingham International","Frontier Airlines Inc.","Late Aircraft",101.016042780749
"475","Bellingham, WA: Bellingham International","Frontier Airlines Inc.","National Air Systems",50.5205377922059
"476","Bellingham, WA: Bellingham International","Frontier Airlines Inc.","Weather",200
"477","Bemidji, MN: Bemidji Regional","SkyWest Airlines Inc.","Carrier",54.6888488082387
"478","Bemidji, MN: Bemidji Regional","SkyWest Airlines Inc.","Late Aircraft",32.0499993044075
"479","Bemidji, MN: Bemidji Regional","SkyWest Airlines Inc.","National Air Systems",29.3620479139547
"480","Bemidji, MN: Bemidji Regional","SkyWest Airlines Inc.","Weather",21.3974358974359
"481","Bend/Redmond, OR: Roberts Field","SkyWest Airlines Inc.","Carrier",56.3649042818761
"482","Bend/Redmond, OR: Roberts Field","SkyWest Airlines Inc.","Late Aircraft",64.3608537873571
"483","Bend/Redmond, OR: Roberts Field","SkyWest Airlines Inc.","National Air Systems",34.2688381936072
"484","Bend/Redmond, OR: Roberts Field","SkyWest Airlines Inc.","Security",133.461538461538
"485","Bend/Redmond, OR: Roberts Field","SkyWest Airlines Inc.","Weather",74.7215110428566
"486","Bethel, AK: Bethel Airport","Alaska Airlines Inc.","Carrier",60.9293885171314
"487","Bethel, AK: Bethel Airport","Alaska Airlines Inc.","Late Aircraft",61.9571394505049
"488","Bethel, AK: Bethel Airport","Alaska Airlines Inc.","National Air Systems",29.6277445767715
"489","Bethel, AK: Bethel Airport","Alaska Airlines Inc.","Weather",71.95274299033
"490","Billings, MT: Billings Logan International","Delta Air Lines Inc.","Carrier",46.7787553408367
"491","Billings, MT: Billings Logan International","Delta Air Lines Inc.","Late Aircraft",60.3585381695348
"492","Billings, MT: Billings Logan International","Delta Air Lines Inc.","National Air Systems",26.9878864813638
"493","Billings, MT: Billings Logan International","Delta Air Lines Inc.","Weather",54.707264957265
"494","Billings, MT: Billings Logan International","ExpressJet Airlines Inc.","Carrier",57.4177051453074
"495","Billings, MT: Billings Logan International","ExpressJet Airlines Inc.","Late Aircraft",52.9521073542482
"496","Billings, MT: Billings Logan International","ExpressJet Airlines Inc.","National Air Systems",39.9372910793777
"497","Billings, MT: Billings Logan International","ExpressJet Airlines Inc.","Weather",64.2535112710551
"498","Billings, MT: Billings Logan International","SkyWest Airlines Inc.","Carrier",50.0324238659108
"499","Billings, MT: Billings Logan International","SkyWest Airlines Inc.","Late Aircraft",55.6631580946003
"500","Billings, MT: Billings Logan International","SkyWest Airlines Inc.","National Air Systems",28.8509085220672
"501","Billings, MT: Billings Logan International","SkyWest Airlines Inc.","Security",84
"502","Billings, MT: Billings Logan International","SkyWest Airlines Inc.","Weather",46.6839294585196
"503","Billings, MT: Billings Logan International","United Air Lines Inc.","Carrier",49.9764547680771
"504","Billings, MT: Billings Logan International","United Air Lines Inc.","Late Aircraft",64.3787847140161
"505","Billings, MT: Billings Logan International","United Air Lines Inc.","National Air Systems",38.3724187752956
"506","Billings, MT: Billings Logan International","United Air Lines Inc.","Weather",82.9376896424471
"507","Birmingham, AL: Birmingham-Shuttlesworth International","American Airlines Inc.","Carrier",52.1826972827037
"508","Birmingham, AL: Birmingham-Shuttlesworth International","American Airlines Inc.","Late Aircraft",63.2179650077742
"509","Birmingham, AL: Birmingham-Shuttlesworth International","American Airlines Inc.","National Air Systems",49.8023747559257
"510","Birmingham, AL: Birmingham-Shuttlesworth International","American Airlines Inc.","Security",16
"511","Birmingham, AL: Birmingham-Shuttlesworth International","American Airlines Inc.","Weather",110.824809998598
"512","Birmingham, AL: Birmingham-Shuttlesworth International","American Eagle Airlines Inc.","Carrier",50.0962814170046
"513","Birmingham, AL: Birmingham-Shuttlesworth International","American Eagle Airlines Inc.","Late Aircraft",64.9402436953123
"514","Birmingham, AL: Birmingham-Shuttlesworth International","American Eagle Airlines Inc.","National Air Systems",29.7107627764269
"515","Birmingham, AL: Birmingham-Shuttlesworth International","American Eagle Airlines Inc.","Weather",71.5
"516","Birmingham, AL: Birmingham-Shuttlesworth International","Delta Air Lines Inc.","Carrier",47.3888556770743
"517","Birmingham, AL: Birmingham-Shuttlesworth International","Delta Air Lines Inc.","Late Aircraft",48.5808243751667
"518","Birmingham, AL: Birmingham-Shuttlesworth International","Delta Air Lines Inc.","National Air Systems",33.0417898518792
"519","Birmingham, AL: Birmingham-Shuttlesworth International","Delta Air Lines Inc.","Weather",72.3796668391581
"520","Birmingham, AL: Birmingham-Shuttlesworth International","Envoy Air","Carrier",36.0781600242379
"521","Birmingham, AL: Birmingham-Shuttlesworth International","Envoy Air","Late Aircraft",55.6044777824949
"522","Birmingham, AL: Birmingham-Shuttlesworth International","Envoy Air","National Air Systems",31.0543736355946
"523","Birmingham, AL: Birmingham-Shuttlesworth International","Envoy Air","Weather",41.0594910336758
"524","Birmingham, AL: Birmingham-Shuttlesworth International","ExpressJet Airlines Inc.","Carrier",61.8195950446918
"525","Birmingham, AL: Birmingham-Shuttlesworth International","ExpressJet Airlines Inc.","Late Aircraft",67.1452771679329
"526","Birmingham, AL: Birmingham-Shuttlesworth International","ExpressJet Airlines Inc.","National Air Systems",41.8805670586937
"527","Birmingham, AL: Birmingham-Shuttlesworth International","ExpressJet Airlines Inc.","Weather",100.353861788974
"528","Birmingham, AL: Birmingham-Shuttlesworth International","SkyWest Airlines Inc.","Carrier",52.2687944728002
"529","Birmingham, AL: Birmingham-Shuttlesworth International","SkyWest Airlines Inc.","Late Aircraft",53.4960498630405
"530","Birmingham, AL: Birmingham-Shuttlesworth International","SkyWest Airlines Inc.","National Air Systems",34.0993996496858
"531","Birmingham, AL: Birmingham-Shuttlesworth International","SkyWest Airlines Inc.","Weather",119.503546099291
"532","Birmingham, AL: Birmingham-Shuttlesworth International","Southwest Airlines Co.","Carrier",49.418339931316
"533","Birmingham, AL: Birmingham-Shuttlesworth International","Southwest Airlines Co.","Late Aircraft",56.3743632114978
"534","Birmingham, AL: Birmingham-Shuttlesworth International","Southwest Airlines Co.","National Air Systems",41.9036839739547
"535","Birmingham, AL: Birmingham-Shuttlesworth International","Southwest Airlines Co.","Security",27.906976744186
"536","Birmingham, AL: Birmingham-Shuttlesworth International","Southwest Airlines Co.","Weather",92.164515843293
"537","Bismarck/Mandan, ND: Bismarck Municipal","Delta Air Lines Inc.","Carrier",45.6140817177403
"538","Bismarck/Mandan, ND: Bismarck Municipal","Delta Air Lines Inc.","Late Aircraft",46.4761310266928
"539","Bismarck/Mandan, ND: Bismarck Municipal","Delta Air Lines Inc.","National Air Systems",31.2066289768318
"540","Bismarck/Mandan, ND: Bismarck Municipal","Envoy Air","Carrier",38.2120949226876
"541","Bismarck/Mandan, ND: Bismarck Municipal","Envoy Air","Late Aircraft",55.8576453049776
"542","Bismarck/Mandan, ND: Bismarck Municipal","Envoy Air","National Air Systems",33.4116993940513
"543","Bismarck/Mandan, ND: Bismarck Municipal","Envoy Air","Security",29.3698424606152
"544","Bismarck/Mandan, ND: Bismarck Municipal","Envoy Air","Weather",67.1886569534857
"545","Bismarck/Mandan, ND: Bismarck Municipal","ExpressJet Airlines Inc.","Carrier",50.0090412830363
"546","Bismarck/Mandan, ND: Bismarck Municipal","ExpressJet Airlines Inc.","Late Aircraft",60.3243885814346
"547","Bismarck/Mandan, ND: Bismarck Municipal","ExpressJet Airlines Inc.","National Air Systems",50.6578167289329
"548","Bismarck/Mandan, ND: Bismarck Municipal","ExpressJet Airlines Inc.","Weather",137.064516129032
"549","Bismarck/Mandan, ND: Bismarck Municipal","Frontier Airlines Inc.","Carrier",55.1167169832542
"550","Bismarck/Mandan, ND: Bismarck Municipal","Frontier Airlines Inc.","Late Aircraft",65.6991942258477
"551","Bismarck/Mandan, ND: Bismarck Municipal","Frontier Airlines Inc.","National Air Systems",57.584575197807
"552","Bismarck/Mandan, ND: Bismarck Municipal","Frontier Airlines Inc.","Weather",84.2592592592593
"553","Bismarck/Mandan, ND: Bismarck Municipal","SkyWest Airlines Inc.","Carrier",47.6591892869464
"554","Bismarck/Mandan, ND: Bismarck Municipal","SkyWest Airlines Inc.","Late Aircraft",49.6493420148799
"555","Bismarck/Mandan, ND: Bismarck Municipal","SkyWest Airlines Inc.","National Air Systems",32.5151832308935
"556","Bismarck/Mandan, ND: Bismarck Municipal","SkyWest Airlines Inc.","Weather",46.6084697330064
"557","Bloomington/Normal, IL: Central Illinois Regional","American Eagle Airlines Inc.","Carrier",46.9763755460439
"558","Bloomington/Normal, IL: Central Illinois Regional","American Eagle Airlines Inc.","Late Aircraft",63.5865623982149
"559","Bloomington/Normal, IL: Central Illinois Regional","American Eagle Airlines Inc.","National Air Systems",53.1240399301894
"560","Bloomington/Normal, IL: Central Illinois Regional","American Eagle Airlines Inc.","Weather",88.4378592826492
"561","Bloomington/Normal, IL: Central Illinois Regional","Envoy Air","Carrier",47.6512013017621
"562","Bloomington/Normal, IL: Central Illinois Regional","Envoy Air","Late Aircraft",60.6154143343115
"563","Bloomington/Normal, IL: Central Illinois Regional","Envoy Air","National Air Systems",44.554124819691
"564","Bloomington/Normal, IL: Central Illinois Regional","Envoy Air","Weather",67.1452228822357
"565","Bloomington/Normal, IL: Central Illinois Regional","ExpressJet Airlines Inc.","Carrier",61.8099201682949
"566","Bloomington/Normal, IL: Central Illinois Regional","ExpressJet Airlines Inc.","Late Aircraft",53.4617554038751
"567","Bloomington/Normal, IL: Central Illinois Regional","ExpressJet Airlines Inc.","National Air Systems",43.8626007595224
"568","Bloomington/Normal, IL: Central Illinois Regional","ExpressJet Airlines Inc.","Security",48.3620689655172
"569","Bloomington/Normal, IL: Central Illinois Regional","ExpressJet Airlines Inc.","Weather",56.2127224505329
"570","Bloomington/Normal, IL: Central Illinois Regional","Frontier Airlines Inc.","Carrier",61.4827458090693
"571","Bloomington/Normal, IL: Central Illinois Regional","Frontier Airlines Inc.","Late Aircraft",76.4548979145355
"572","Bloomington/Normal, IL: Central Illinois Regional","Frontier Airlines Inc.","National Air Systems",49.4696011505895
"573","Bloomington/Normal, IL: Central Illinois Regional","SkyWest Airlines Inc.","National Air Systems",33
"574","Boise, ID: Boise Air Terminal","Delta Air Lines Inc.","Carrier",53.1216554900009
"575","Boise, ID: Boise Air Terminal","Delta Air Lines Inc.","Late Aircraft",53.902134650328
"576","Boise, ID: Boise Air Terminal","Delta Air Lines Inc.","National Air Systems",33.4020375913365
"577","Boise, ID: Boise Air Terminal","Delta Air Lines Inc.","Weather",37.3254704385517
"578","Boise, ID: Boise Air Terminal","SkyWest Airlines Inc.","Carrier",58.1250096480158
"579","Boise, ID: Boise Air Terminal","SkyWest Airlines Inc.","Late Aircraft",59.6052418685113
"580","Boise, ID: Boise Air Terminal","SkyWest Airlines Inc.","National Air Systems",35.2278031881745
"581","Boise, ID: Boise Air Terminal","SkyWest Airlines Inc.","Security",32.3863636363636
"582","Boise, ID: Boise Air Terminal","SkyWest Airlines Inc.","Weather",57.7303962115332
"583","Boise, ID: Boise Air Terminal","Southwest Airlines Co.","Carrier",46.0769688577394
"584","Boise, ID: Boise Air Terminal","Southwest Airlines Co.","Late Aircraft",54.2099614166554
"585","Boise, ID: Boise Air Terminal","Southwest Airlines Co.","National Air Systems",31.98507073714
"586","Boise, ID: Boise Air Terminal","Southwest Airlines Co.","Security",18.75
"587","Boise, ID: Boise Air Terminal","Southwest Airlines Co.","Weather",44.0391306205395
"588","Boise, ID: Boise Air Terminal","United Air Lines Inc.","Carrier",50.2965323524918
"589","Boise, ID: Boise Air Terminal","United Air Lines Inc.","Late Aircraft",93.9373566029334
"590","Boise, ID: Boise Air Terminal","United Air Lines Inc.","National Air Systems",43.6609770979521
"591","Boise, ID: Boise Air Terminal","United Air Lines Inc.","Weather",82.544113877881
"592","Boise, ID: Boise Air Terminal","US Airways Inc.","Carrier",45.095531942575
"593","Boise, ID: Boise Air Terminal","US Airways Inc.","Late Aircraft",34.2651268873406
"594","Boise, ID: Boise Air Terminal","US Airways Inc.","National Air Systems",31.7579231401839
"595","Boise, ID: Boise Air Terminal","US Airways Inc.","Security",39.3633454705947
"596","Boise, ID: Boise Air Terminal","US Airways Inc.","Weather",176.142857142857
"597","Boston, MA: Logan International","AirTran Airways Corporation","Carrier",42.2923533196434
"598","Boston, MA: Logan International","AirTran Airways Corporation","Late Aircraft",47.8506508326078
"599","Boston, MA: Logan International","AirTran Airways Corporation","National Air Systems",47.1855202045509
"600","Boston, MA: Logan International","AirTran Airways Corporation","Weather",70.8333333333333
"601","Boston, MA: Logan International","Alaska Airlines Inc.","Carrier",45.2905298669661
"602","Boston, MA: Logan International","Alaska Airlines Inc.","Late Aircraft",55.7760972087517
"603","Boston, MA: Logan International","Alaska Airlines Inc.","National Air Systems",31.069230983379
"604","Boston, MA: Logan International","Alaska Airlines Inc.","Weather",36.4691358024691
"605","Boston, MA: Logan International","American Airlines Inc.","Carrier",54.1085946645087
"606","Boston, MA: Logan International","American Airlines Inc.","Late Aircraft",68.4027791420768
"607","Boston, MA: Logan International","American Airlines Inc.","National Air Systems",46.2116986007196
"608","Boston, MA: Logan International","American Airlines Inc.","Security",110.595238095238
"609","Boston, MA: Logan International","American Airlines Inc.","Weather",72.0896742554488
"610","Boston, MA: Logan International","Delta Air Lines Inc.","Carrier",58.8454909474619
"611","Boston, MA: Logan International","Delta Air Lines Inc.","Late Aircraft",60.8602796413949
"612","Boston, MA: Logan International","Delta Air Lines Inc.","National Air Systems",41.5623225183517
"613","Boston, MA: Logan International","Delta Air Lines Inc.","Security",141.5
"614","Boston, MA: Logan International","Delta Air Lines Inc.","Weather",66.8623222049871
"615","Boston, MA: Logan International","ExpressJet Airlines Inc.","Carrier",81.2271495090513
"616","Boston, MA: Logan International","ExpressJet Airlines Inc.","Late Aircraft",85.8120088029935
"617","Boston, MA: Logan International","ExpressJet Airlines Inc.","National Air Systems",62.5597474595803
"618","Boston, MA: Logan International","ExpressJet Airlines Inc.","Weather",54.577876984127
"619","Boston, MA: Logan International","JetBlue Airways","Carrier",59.8701854804433
"620","Boston, MA: Logan International","JetBlue Airways","Late Aircraft",64.1742930623364
"621","Boston, MA: Logan International","JetBlue Airways","National Air Systems",49.0658602837478
"622","Boston, MA: Logan International","JetBlue Airways","Security",43.5925374493279
"623","Boston, MA: Logan International","JetBlue Airways","Weather",95.2528743642749
"624","Boston, MA: Logan International","SkyWest Airlines Inc.","Carrier",65.5771734981733
"625","Boston, MA: Logan International","SkyWest Airlines Inc.","Late Aircraft",85.5457792708571
"626","Boston, MA: Logan International","SkyWest Airlines Inc.","National Air Systems",62.5392505135407
"627","Boston, MA: Logan International","SkyWest Airlines Inc.","Security",39.1156462585034
"628","Boston, MA: Logan International","SkyWest Airlines Inc.","Weather",71.3400623627116
"629","Boston, MA: Logan International","Southwest Airlines Co.","Carrier",52.7520670439397
"630","Boston, MA: Logan International","Southwest Airlines Co.","Late Aircraft",59.4345752530727
"631","Boston, MA: Logan International","Southwest Airlines Co.","National Air Systems",46.5651565838985
"632","Boston, MA: Logan International","Southwest Airlines Co.","Security",29.2424869037772
"633","Boston, MA: Logan International","Southwest Airlines Co.","Weather",73.0005106495528
"634","Boston, MA: Logan International","United Air Lines Inc.","Carrier",54.6380225855332
"635","Boston, MA: Logan International","United Air Lines Inc.","Late Aircraft",74.7941521268381
"636","Boston, MA: Logan International","United Air Lines Inc.","National Air Systems",49.22558924042
"637","Boston, MA: Logan International","United Air Lines Inc.","Security",29
"638","Boston, MA: Logan International","United Air Lines Inc.","Weather",67.6500882053542
"639","Boston, MA: Logan International","US Airways Inc.","Carrier",48.4946439474818
"640","Boston, MA: Logan International","US Airways Inc.","Late Aircraft",55.6995204803418
"641","Boston, MA: Logan International","US Airways Inc.","National Air Systems",42.4367569197068
"642","Boston, MA: Logan International","US Airways Inc.","Security",45.9646190514329
"643","Boston, MA: Logan International","US Airways Inc.","Weather",78.3500746438566
"644","Boston, MA: Logan International","Virgin America","Carrier",42.9733020126715
"645","Boston, MA: Logan International","Virgin America","Late Aircraft",48.9936386669323
"646","Boston, MA: Logan International","Virgin America","National Air Systems",44.5464333621535
"647","Boston, MA: Logan International","Virgin America","Security",46.5598739495798
"648","Boston, MA: Logan International","Virgin America","Weather",28.8487156495316
"649","Bozeman, MT: Bozeman Yellowstone International","Delta Air Lines Inc.","Carrier",55.2605524055522
"650","Bozeman, MT: Bozeman Yellowstone International","Delta Air Lines Inc.","Late Aircraft",42.0801703134211
"651","Bozeman, MT: Bozeman Yellowstone International","Delta Air Lines Inc.","National Air Systems",32.3442010432444
"652","Bozeman, MT: Bozeman Yellowstone International","Delta Air Lines Inc.","Weather",86.2120010479288
"653","Bozeman, MT: Bozeman Yellowstone International","Frontier Airlines Inc.","Carrier",51.8094739223521
"654","Bozeman, MT: Bozeman Yellowstone International","Frontier Airlines Inc.","Late Aircraft",73.5394434709721
"655","Bozeman, MT: Bozeman Yellowstone International","Frontier Airlines Inc.","National Air Systems",51.8797098472558
"656","Bozeman, MT: Bozeman Yellowstone International","Frontier Airlines Inc.","Weather",87.5
"657","Bozeman, MT: Bozeman Yellowstone International","SkyWest Airlines Inc.","Carrier",51.1930494940572
"658","Bozeman, MT: Bozeman Yellowstone International","SkyWest Airlines Inc.","Late Aircraft",51.9468927172153
"659","Bozeman, MT: Bozeman Yellowstone International","SkyWest Airlines Inc.","National Air Systems",36.5555696981357
"660","Bozeman, MT: Bozeman Yellowstone International","SkyWest Airlines Inc.","Weather",67.0261060254729
"661","Bozeman, MT: Bozeman Yellowstone International","United Air Lines Inc.","Carrier",55.6773038562128
"662","Bozeman, MT: Bozeman Yellowstone International","United Air Lines Inc.","Late Aircraft",83.8203694095025
"663","Bozeman, MT: Bozeman Yellowstone International","United Air Lines Inc.","National Air Systems",43.3371415042949
"664","Bozeman, MT: Bozeman Yellowstone International","United Air Lines Inc.","Weather",62.7218147511857
"665","Brainerd, MN: Brainerd Lakes Regional","SkyWest Airlines Inc.","Carrier",93.6876659962247
"666","Brainerd, MN: Brainerd Lakes Regional","SkyWest Airlines Inc.","Late Aircraft",55.3572159248261
"667","Brainerd, MN: Brainerd Lakes Regional","SkyWest Airlines Inc.","National Air Systems",36.5677146972409
"668","Brainerd, MN: Brainerd Lakes Regional","SkyWest Airlines Inc.","Weather",76.5537003064473
"669","Branson, MO: Branson Airport","Frontier Airlines Inc.","Carrier",47.7117823762756
"670","Branson, MO: Branson Airport","Frontier Airlines Inc.","Late Aircraft",108.642296300191
"671","Branson, MO: Branson Airport","Frontier Airlines Inc.","National Air Systems",55.0238954335538
"672","Branson, MO: Branson Airport","Frontier Airlines Inc.","Weather",59.95115995116
"673","Branson, MO: Branson Airport","Southwest Airlines Co.","Carrier",40.4856060074876
"674","Branson, MO: Branson Airport","Southwest Airlines Co.","Late Aircraft",43.218003008382
"675","Branson, MO: Branson Airport","Southwest Airlines Co.","National Air Systems",48.1066178874909
"676","Branson, MO: Branson Airport","Southwest Airlines Co.","Weather",94.9932083221044
"677","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","Delta Air Lines Inc.","Carrier",45.6323303626943
"678","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","Delta Air Lines Inc.","Late Aircraft",50.5796635159679
"679","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","Delta Air Lines Inc.","National Air Systems",36.6338889032332
"680","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","Delta Air Lines Inc.","Weather",63.0439590852623
"681","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","ExpressJet Airlines Inc.","Carrier",57.2568879864111
"682","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","ExpressJet Airlines Inc.","Late Aircraft",55.6193742008311
"683","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","ExpressJet Airlines Inc.","National Air Systems",40.6353963033305
"684","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","ExpressJet Airlines Inc.","Weather",42.3408029878618
"685","Brownsville, TX: Brownsville South Padre Island International","American Eagle Airlines Inc.","Carrier",35.6347896029125
"686","Brownsville, TX: Brownsville South Padre Island International","American Eagle Airlines Inc.","Late Aircraft",42.578655942181
"687","Brownsville, TX: Brownsville South Padre Island International","American Eagle Airlines Inc.","National Air Systems",28.197375937102
"688","Brownsville, TX: Brownsville South Padre Island International","American Eagle Airlines Inc.","Weather",33.2775919732441
"689","Brownsville, TX: Brownsville South Padre Island International","Envoy Air","Carrier",55.5642469753859
"690","Brownsville, TX: Brownsville South Padre Island International","Envoy Air","Late Aircraft",39.6153846153846
"691","Brownsville, TX: Brownsville South Padre Island International","Envoy Air","National Air Systems",23.2941176470588
"692","Brownsville, TX: Brownsville South Padre Island International","Envoy Air","Weather",134.210526315789
"693","Brownsville, TX: Brownsville South Padre Island International","ExpressJet Airlines Inc.","Carrier",62.5067233111248
"694","Brownsville, TX: Brownsville South Padre Island International","ExpressJet Airlines Inc.","Late Aircraft",68.6251589768969
"695","Brownsville, TX: Brownsville South Padre Island International","ExpressJet Airlines Inc.","National Air Systems",41.2893052661009
"696","Brownsville, TX: Brownsville South Padre Island International","ExpressJet Airlines Inc.","Weather",86.7693965517241
"697","Brownsville, TX: Brownsville South Padre Island International","SkyWest Airlines Inc.","Carrier",37.5
"698","Brownsville, TX: Brownsville South Padre Island International","SkyWest Airlines Inc.","Late Aircraft",50.9803921568627
"699","Brownsville, TX: Brownsville South Padre Island International","SkyWest Airlines Inc.","National Air Systems",27.5862068965517
"700","Brunswick, GA: Brunswick Golden Isles","ExpressJet Airlines Inc.","Carrier",62.6694801928332
"701","Brunswick, GA: Brunswick Golden Isles","ExpressJet Airlines Inc.","Late Aircraft",55.1832534462692
"702","Brunswick, GA: Brunswick Golden Isles","ExpressJet Airlines Inc.","National Air Systems",51.4704177868665
"703","Brunswick, GA: Brunswick Golden Isles","ExpressJet Airlines Inc.","Security",86.6666666666667
"704","Brunswick, GA: Brunswick Golden Isles","ExpressJet Airlines Inc.","Weather",91.9705882352941
"705","Buffalo, NY: Buffalo Niagara International","American Eagle Airlines Inc.","Carrier",61.5665573816027
"706","Buffalo, NY: Buffalo Niagara International","American Eagle Airlines Inc.","Late Aircraft",60.6361414524409
